Index;Min(max. R-Score);<max. R-Score>;Std(max. R-Score);<(epoch of max R-Score>;Std(epoch of max R-Score);Min(max. R-Score (Val. set));<max. R-Score (Val. set)>;Std(max. R-Score (Val. set));<epoch of max R-Score (Val. set)>;Std(epoch of max R-Score (Val. set))
1.0;0.16688813269138336;0.20726065337657928;0.01837245561182499;91.9000015258789;46.484745025634766;0.13227301836013794;0.15927258133888245;0.013978200033307076;85.80000305175781;53.29224395751953
2.0;0.15472719073295593;0.19429215788841248;0.014748751185834408;76.44999694824219;48.63340377807617;0.12872903048992157;0.15095773339271545;0.011970371007919312;64.19999694824219;49.418296813964844
3.0;0.16317619383335114;0.20711307227611542;0.018361767753958702;66.6500015258789;43.34109115600586;0.13405606150627136;0.1581021100282669;0.01326119713485241;53.5;40.28778076171875
4.0;0.035285141319036484;0.04651584476232529;0.004662179853767157;150.0;0.0;0.03326995670795441;0.04500410705804825;0.004587023053318262;150.0;0.0
5.0;0.01753006875514984;0.04100945219397545;0.008499843068420887;150.0;0.0;0.01884286478161812;0.04000815004110336;0.007732338737696409;150.0;0.0
6.0;0.03175794705748558;0.04463867098093033;0.005865777842700481;150.0;0.0;0.029166774824261665;0.04148343577980995;0.005244836676865816;150.0;0.0
7.0;0.14754803478717804;0.1873142421245575;0.017475904896855354;142.9499969482422;11.123588562011719;0.1284472644329071;0.15230442583560944;0.010789004154503345;143.9499969482422;9.55028247833252
8.0;0.12771479785442352;0.17557916045188904;0.01910945400595665;142.60000610351562;13.616555213928223;0.10829592496156693;0.14298531413078308;0.013741343282163143;134.60000610351562;18.843955993652344
9.0;0.15716560184955597;0.19077110290527344;0.017422504723072052;145.89999389648438;7.333413600921631;0.13246366381645203;0.15469077229499817;0.011679108254611492;144.0500030517578;9.377884864807129
10.0;0.11222117394208908;0.12570852041244507;0.005672965664416552;150.0;0.0;0.1008918508887291;0.10814166069030762;0.0038866994436830282;150.0;0.0
11.0;0.11099577695131302;0.11926086246967316;0.005110032856464386;150.0;0.0;0.0936909094452858;0.10223422199487686;0.004581152927130461;150.0;0.0
12.0;0.0994955375790596;0.11116959899663925;0.005426363553851843;150.0;0.0;0.08547930419445038;0.09317471086978912;0.0043745278380811214;150.0;0.0
13.0;0.11131057143211365;0.12484423816204071;0.005585373844951391;150.0;0.0;0.10025080293416977;0.10745809972286224;0.003861077129840851;150.0;0.0
14.0;0.11073138564825058;0.11833473294973373;0.005063395947217941;150.0;0.0;0.09263602644205093;0.1014842838048935;0.004560578614473343;150.0;0.0
15.0;0.09821309894323349;0.11010249704122543;0.005332200787961483;150.0;0.0;0.08476315438747406;0.09228790551424026;0.0043487888760864735;150.0;0.0
